                    *********************************************************************************
                    *  Z= 20 A= 41: Positive-Parity Spin-dependent Level Density [MeV-1] for CA 41  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.253  1.00E+00 4.00E+00 2.00E+01 1.00E+00 1.00E+00 1.00E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.358  2.00E+00 3.33E+00 1.67E+01 8.33E-01 8.33E-01 8.33E-01 8.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.438  3.00E+00 3.78E+00 1.51E+01 1.43E+00 9.20E-01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.506  4.00E+00 5.23E+00 2.68E+01 2.14E+00 1.63E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 2.23E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.565  6.00E+00 1.07E+01 7.56E+01 2.86E+00 1.75E+00 1.56E+00 1.52E+00 0.00E+00 8.06E-01 1.45E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.619  9.00E+00 1.37E+01 1.03E+02 2.86E+00 1.75E+00 2.27E+00 2.41E+00 7.14E-01 1.52E+00 1.45E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.669  1.30E+01 1.80E+01 1.31E+02 3.57E+00 3.17E+00 2.99E+00 2.41E+00 1.50E+00 2.23E+00 1.45E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.715  1.80E+01 2.38E+01 1.65E+02 4.29E+00 4.82E+00 4.68E+00 3.36E+00 1.50E+00 2.95E+00 1.45E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.759  2.50E+01 2.94E+01 2.11E+02 5.00E+00 5.38E+00 6.10E+00 4.86E+00 1.50E+00 3.66E+00 1.45E+00 7.66E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.800  3.20E+01 2.87E+01 2.27E+02 2.86E+00 5.99E+00 6.16E+00 4.15E+00 2.22E+00 3.68E+00 1.43E+00 7.66E-01 7.71E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.839  4.10E+01 3.91E+01 3.82E+02 5.04E+00 5.53E+00 4.79E+00 6.11E+00 3.78E+00 3.21E+00 2.25E+00 2.30E+00 1.66E+00 1.50E+00 1.51E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.876  5.20E+01 5.11E+01 5.00E+02 6.47E+00 7.67E+00 7.15E+00 6.37E+00 4.06E+00 4.88E+00 3.22E+00 3.02E+00 2.37E+00 2.21E+00 2.22E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.912  6.60E+01 6.25E+01 6.38E+02 7.18E+00 7.67E+00 8.64E+00 7.55E+00 4.64E+00 7.03E+00 5.36E+00 4.02E+00 3.80E+00 2.93E+00 2.22E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.946  8.20E+01 6.72E+01 7.36E+02 5.75E+00 6.74E+00 8.66E+00 6.78E+00 7.50E+00 7.74E+00 6.08E+00 5.45E+00 4.51E+00 4.36E+00 2.22E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.979  1.02E+02 9.46E+01 1.06E+03 8.16E+00 8.83E+00 8.76E+00 1.03E+01 1.34E+01 1.21E+01 9.65E+00 6.12E+00 5.94E+00 5.38E+00 2.22E+00 2.14E+00 9.21E-02 7.58E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  1.012  1.29E+02 1.17E+02 1.34E+03 1.10E+01 1.06E+01 1.23E+01 1.25E+01 1.62E+01 1.35E+01 1.04E+01 8.11E+00 6.24E+00 6.74E+00 1.82E+00 3.68E+00 2.23E+00 7.58E-01 7.70E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  1.043  1.61E+02 1.38E+02 1.70E+03 1.39E+01 1.36E+01 1.07E+01 1.43E+01 1.55E+01 1.43E+01 1.33E+01 8.83E+00 6.97E+00 8.47E+00 3.54E+00 3.24E+00 4.06E+00 2.37E+00 2.20E+00 1.49E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  1.073  1.99E+02 1.69E+02 2.21E+03 1.46E+01 1.41E+01 1.44E+01 1.78E+01 1.79E+01 1.57E+01 1.49E+01 1.21E+01 1.13E+01 8.44E+00 6.26E+00 5.08E+00 4.06E+00 4.82E+00 3.63E+00 2.92E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  1.102  2.46E+02 2.03E+02 2.80E+03 1.61E+01 1.53E+01 1.64E+01 2.14E+01 1.77E+01 1.85E+01 1.66E+01 1.21E+01 1.55E+01 1.06E+01 1.10E+01 9.37E+00 6.91E+00 6.96E+00 4.34E+00 2.92E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  1.131  3.01E+02 2.38E+02 3.36E+03 1.96E+01 1.98E+01 1.46E+01 2.07E+01 2.27E+01 2.01E+01 1.81E+01 1.36E+01 1.82E+01 1.56E+01 1.46E+01 1.21E+01 9.77E+00 7.97E+00 5.06E+00 3.64E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  1.186  4.48E+02 3.50E+02 5.33E+03 1.63E+01 2.00E+01 3.10E+01 3.37E+01 2.25E+01 2.93E+01 2.96E+01 2.15E+01 2.93E+01 2.73E+01 2.63E+01 1.90E+01 1.24E+01 1.15E+01 5.53E+00 4.81E+00 2.07E+00 2.30E+00 2.18E+00 8.08E-01 1.46E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  1.239  6.64E+02 5.14E+02 8.08E+03 2.85E+01 2.55E+01 3.82E+01 5.23E+01 4.23E+01 4.50E+01 3.61E+01 3.64E+01 4.33E+01 3.52E+01 2.98E+01 2.25E+01 1.45E+01 1.65E+01 9.07E+00 8.85E+00 7.51E+00 5.71E+00 4.45E+00 5.09E+00 3.61E+00 2.18E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.289  9.72E+02 7.19E+02 1.19E+04 3.25E+01 3.15E+01 5.41E+01 7.08E+01 5.40E+01 5.91E+01 6.18E+01 4.91E+01 5.66E+01 4.73E+01 3.20E+01 2.80E+01 1.99E+01 2.09E+01 2.45E+01 2.04E+01 1.81E+01 1.29E+01 1.09E+01 5.81E+00 4.32E+00 2.90E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.338  1.40E+03 9.99E+02 1.77E+04 3.92E+01 4.99E+01 6.60E+01 7.74E+01 7.40E+01 8.74E+01 7.69E+01 7.35E+01 6.23E+01 4.57E+01 5.16E+01 4.49E+01 4.08E+01 4.16E+01 4.42E+01 3.37E+01 2.55E+01 1.98E+01 1.57E+01 9.76E+00 4.63E+00 3.90E+00 3.24E+00 2.24E+00 2.29E+00 0.00E+00 1.46E+00 7.32E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.385  2.00E+03 1.39E+03 2.61E+04 4.56E+01 6.51E+01 7.41E+01 9.20E+01 1.05E+02 1.19E+02 9.97E+01 8.99E+01 7.74E+01 8.65E+01 8.74E+01 7.99E+01 7.01E+01 6.89E+01 5.12E+01 3.65E+01 3.33E+01 2.41E+01 2.37E+01 1.47E+01 1.02E+01 8.63E+00 8.50E+00 4.83E+00 7.52E+00 3.64E+00 3.61E+00 2.16E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.431  2.86E+03 2.03E+03 3.88E+04 6.25E+01 8.15E+01 1.39E+02 1.23E+02 1.36E+02 1.62E+02 1.39E+02 1.29E+02 1.43E+02 1.36E+02 1.33E+02 1.14E+02 9.64E+01 8.13E+01 6.07E+01 4.71E+01 4.59E+01 3.63E+01 3.29E+01 2.99E+01 2.60E+01 1.72E+01 2.02E+01 1.51E+01 1.13E+01 5.79E+00 4.32E+00 2.87E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.475  4.08E+03 2.88E+03 5.63E+04 9.38E+01 1.19E+02 1.62E+02 1.63E+02 1.95E+02 2.34E+02 1.74E+02 2.06E+02 2.29E+02 1.93E+02 1.74E+02 1.69E+02 1.16E+02 9.56E+01 6.57E+01 7.35E+01 6.64E+01 7.63E+01 6.04E+01 5.52E+01 4.80E+01 3.48E+01 2.71E+01 2.00E+01 1.46E+01 9.81E+00 5.71E+00 3.07E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.517  5.84E+03 4.12E+03 8.34E+04 1.55E+02 1.79E+02 2.11E+02 2.36E+02 2.31E+02 2.54E+02 2.70E+02 2.90E+02 2.91E+02 2.51E+02 2.24E+02 2.52E+02 1.56E+02 1.60E+02 1.39E+02 1.55E+02 1.31E+02 1.21E+02 9.76E+01 7.48E+01 5.86E+01 4.76E+01 3.70E+01 2.33E+01 1.90E+01 1.55E+01 1.77E+01 8.79E+00 8.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.559  8.38E+03 6.08E+03 1.27E+05 1.83E+02 2.26E+02 2.58E+02 3.27E+02 3.63E+02 4.14E+02 3.96E+02 4.00E+02 3.94E+02 3.74E+02 3.25E+02 3.83E+02 3.04E+02 2.90E+02 2.63E+02 2.46E+02 1.93E+02 1.63E+02 1.19E+02 9.07E+01 6.64E+01 6.04E+01 4.93E+01 4.03E+01 2.94E+01 3.47E+01 3.70E+01 2.59E+01 2.50E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.599  1.22E+04 9.01E+03 1.92E+05 2.44E+02 3.05E+02 3.83E+02 4.28E+02 5.54E+02 5.87E+02 5.79E+02 6.12E+02 6.21E+02 5.76E+02 5.29E+02 5.73E+02 4.74E+02 4.36E+02 3.90E+02 3.24E+02 2.44E+02 2.07E+02 1.59E+02 1.16E+02 9.43E+01 1.10E+02 9.58E+01 8.71E+01 6.72E+01 6.52E+01 6.55E+01 4.07E+01 4.50E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.677  2.65E+04 1.97E+04 4.36E+05 4.36E+02 5.16E+02 7.84E+02 9.63E+02 1.11E+03 1.26E+03 1.30E+03 1.32E+03 1.32E+03 1.31E+03 1.21E+03 1.07E+03 9.71E+02 8.56E+02 7.49E+02 6.52E+02 6.07E+02 5.66E+02 5.03E+02 4.46E+02 3.79E+02 3.26E+02 2.49E+02 1.96E+02 1.42E+02 1.08E+02 1.54E+02 9.00E+01 9.71E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.752  5.87E+04 4.47E+04 1.02E+06 8.84E+02 1.30E+03 1.68E+03 2.21E+03 2.44E+03 2.73E+03 2.80E+03 2.93E+03 2.84E+03 2.78E+03 2.64E+03 2.48E+03 2.26E+03 2.13E+03 1.92E+03 1.70E+03 1.49E+03 1.30E+03 1.09E+03 8.79E+02 7.11E+02 5.68E+02 5.01E+02 4.22E+02 3.64E+02 3.35E+02 4.97E+02 3.61E+02 4.78E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.824  1.30E+05 9.87E+04 2.32E+06 1.19E+03 2.40E+03 3.63E+03 4.42E+03 5.30E+03 5.96E+03 6.34E+03 6.31E+03 6.40E+03 6.10E+03 5.83E+03 5.45E+03 5.05E+03 4.48E+03 4.08E+03 3.58E+03 3.14E+03 2.81E+03 2.51E+03 2.21E+03 1.98E+03 1.72E+03 1.50E+03 1.25E+03 1.06E+03 8.44E+02 1.25E+03 8.21E+02 1.04E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.892  2.90E+05 2.21E+05 5.30E+06 2.86E+03 5.36E+03 7.75E+03 1.01E+04 1.15E+04 1.26E+04 1.34E+04 1.38E+04 1.35E+04 1.34E+04 1.27E+04 1.21E+04 1.13E+04 1.03E+04 9.42E+03 8.52E+03 7.66E+03 6.74E+03 5.92E+03 5.18E+03 4.39E+03 3.69E+03 3.07E+03 2.60E+03 2.17E+03 1.84E+03 3.24E+03 2.36E+03 3.30E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.959  5.51E+05 3.01E+05 7.27E+06 3.45E+03 7.56E+03 1.10E+04 1.35E+04 1.52E+04 1.73E+04 1.80E+04 1.85E+04 1.84E+04 1.81E+04 1.73E+04 1.67E+04 1.54E+04 1.40E+04 1.30E+04 1.16E+04 1.00E+04 8.94E+03 7.84E+03 6.70E+03 5.80E+03 5.06E+03 4.33E+03 3.65E+03 3.36E+03 2.93E+03 4.75E+03 3.53E+03 4.88E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
