                    *********************************************************************************
                    *  Z= 36 A= 84: Positive-Parity Spin-dependent Level Density [MeV-1] for KR 84  *
   5.50  0.864  2.49E+02 3.29E+02 3.36E+03 2.88E+01 3.61E+01 4.04E+01 4.27E+01 3.75E+01 4.50E+01 3.18E+01 2.90E+01 1.76E+01 1.12E+01 7.13E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.903  4.87E+02 6.22E+02 6.56E+03 4.38E+01 6.69E+01 7.85E+01 8.43E+01 7.58E+01 7.65E+01 6.20E+01 4.72E+01 3.59E+01 2.69E+01 1.28E+01 7.14E+00 2.14E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.940  9.41E+02 1.20E+03 1.36E+04 7.68E+01 9.60E+01 1.33E+02 1.54E+02 1.48E+02 1.46E+02 1.24E+02 1.12E+02 8.16E+01 4.50E+01 3.43E+01 2.07E+01 1.33E+01 5.00E+00 3.58E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.975  1.84E+03 2.38E+03 2.80E+04 1.27E+02 1.87E+02 2.86E+02 2.99E+02 2.87E+02 2.74E+02 2.44E+02 2.14E+02 1.58E+02 1.18E+02 7.00E+01 5.21E+01 3.19E+01 1.79E+01 1.07E+01 3.57E+00 2.14E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.009  3.62E+03 4.77E+03 5.85E+04 2.42E+02 3.56E+02 5.05E+02 5.44E+02 5.71E+02 5.61E+02 4.96E+02 4.29E+02 3.34E+02 2.49E+02 1.79E+02 1.14E+02 7.55E+01 4.71E+01 3.00E+01 1.64E+01 1.18E+01 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.042  7.22E+03 9.62E+03 1.21E+05 5.25E+02 6.89E+02 8.89E+02 1.07E+03 1.16E+03 1.11E+03 9.93E+02 8.67E+02 7.11E+02 5.32E+02 3.76E+02 2.66E+02 1.84E+02 1.05E+02 6.14E+01 4.46E+01 2.25E+01 1.00E+01 5.00E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.074  1.44E+04 1.90E+04 2.50E+05 7.27E+02 1.29E+03 1.78E+03 2.10E+03 2.20E+03 2.15E+03 1.97E+03 1.75E+03 1.43E+03 1.13E+03 8.16E+02 5.84E+02 4.03E+02 2.69E+02 1.68E+02 1.07E+02 5.61E+01 3.29E+01 2.76E+01 1.38E+01 1.14E+01 2.14E+00 3.58E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.106  2.81E+04 3.58E+04 4.85E+05 1.27E+03 2.30E+03 3.20E+03 3.76E+03 3.94E+03 3.98E+03 3.80E+03 3.28E+03 2.72E+03 2.18E+03 1.68E+03 1.24E+03 8.51E+02 5.76E+02 3.82E+02 2.41E+02 1.42E+02 8.71E+01 6.76E+01 3.74E+01 2.86E+01 1.31E+01 9.98E+00 4.97E+00 1.43E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.136  5.40E+04 6.79E+04 9.50E+05 2.13E+03 4.13E+03 5.84E+03 6.84E+03 7.33E+03 7.44E+03 6.98E+03 6.24E+03 5.30E+03 4.34E+03 3.37E+03 2.49E+03 1.80E+03 1.25E+03 8.55E+02 5.76E+02 3.66E+02 2.36E+02 1.51E+02 9.02E+01 6.07E+01 3.88E+01 2.35E+01 1.21E+01 7.48E+00 2.86E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.165  1.03E+05 1.29E+05 1.85E+06 4.14E+03 7.62E+03 1.04E+04 1.25E+04 1.38E+04 1.37E+04 1.30E+04 1.18E+04 1.02E+04 8.38E+03 6.68E+03 5.13E+03 3.78E+03 2.73E+03 1.89E+03 1.26E+03 8.49E+02 5.71E+02 3.56E+02 2.24E+02 1.29E+02 8.31E+01 4.21E+01 2.64E+01 2.24E+01 1.11E+01 5.71E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.222  3.90E+05 4.44E+05 6.72E+06 1.23E+04 2.39E+04 3.33E+04 3.99E+04 4.35E+04 4.49E+04 4.35E+04 4.01E+04 3.53E+04 3.01E+04 2.48E+04 1.96E+04 1.49E+04 1.12E+04 8.20E+03 5.84E+03 4.06E+03 2.82E+03 1.87E+03 1.23E+03 8.18E+02 5.26E+02 3.30E+02 2.08E+02 1.46E+02 1.04E+02 6.14E+01 3.46E+01 2.86E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.277  1.35E+06 1.47E+06 2.34E+07 3.85E+04 7.29E+04 1.01E+05 1.24E+05 1.37E+05 1.42E+05 1.39E+05 1.31E+05 1.18E+05 1.02E+05 8.55E+04 6.99E+04 5.54E+04 4.29E+04 3.23E+04 2.40E+04 1.74E+04 1.25E+04 8.87E+03 6.18E+03 4.27E+03 2.91E+03 1.96E+03 1.31E+03 8.61E+02 6.91E+02 3.70E+02 2.19E+02 2.07E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.329  4.43E+06 4.69E+06 7.82E+07 1.10E+05 2.13E+05 3.01E+05 3.68E+05 4.10E+05 4.30E+05 4.28E+05 4.07E+05 3.73E+05 3.30E+05 2.84E+05 2.37E+05 1.93E+05 1.54E+05 1.20E+05 9.15E+04 6.89E+04 5.12E+04 3.75E+04 2.70E+04 1.94E+04 1.37E+04 9.46E+03 6.55E+03 4.49E+03 3.86E+03 2.16E+03 1.33E+03 1.47E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.379  1.41E+07 1.46E+07 2.53E+08 3.19E+05 6.15E+05 8.70E+05 1.07E+06 1.20E+06 1.27E+06 1.28E+06 1.23E+06 1.15E+06 1.03E+06 9.00E+05 7.67E+05 6.38E+05 5.19E+05 4.14E+05 3.25E+05 2.51E+05 1.91E+05 1.44E+05 1.07E+05 7.86E+04 5.73E+04 4.15E+04 2.97E+04 2.11E+04 1.95E+04 1.16E+04 7.60E+03 8.60E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.427  3.30E+07 2.32E+07 4.12E+08 4.88E+05 9.44E+05 1.34E+06 1.65E+06 1.86E+06 1.98E+06 2.00E+06 1.94E+06 1.81E+06 1.64E+06 1.45E+06 1.24E+06 1.05E+06 8.58E+05 6.93E+05 5.50E+05 4.29E+05 3.31E+05 2.52E+05 1.90E+05 1.42E+05 1.05E+05 7.71E+04 5.60E+04 4.04E+04 3.79E+04 2.31E+04 1.53E+04 1.76E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.474  6.31E+07 3.70E+07 6.72E+08 7.45E+05 1.45E+06 2.06E+06 2.54E+06 2.88E+06 3.07E+06 3.13E+06 3.05E+06 2.87E+06 2.62E+06 2.33E+06 2.02E+06 1.71E+06 1.42E+06 1.16E+06 9.32E+05 7.35E+05 5.73E+05 4.43E+05 3.38E+05 2.56E+05 1.91E+05 1.43E+05 1.06E+05 7.74E+04 7.35E+04 4.59E+04 3.09E+04 3.58E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.519  1.11E+08 5.92E+07 1.10E+09 1.14E+06 2.22E+06 3.18E+06 3.92E+06 4.44E+06 4.78E+06 4.89E+06 4.80E+06 4.53E+06 4.17E+06 3.76E+06 3.28E+06 2.80E+06 2.35E+06 1.94E+06 1.58E+06 1.26E+06 9.92E+05 7.79E+05 6.01E+05 4.61E+05 3.50E+05 2.66E+05 2.00E+05 1.48E+05 1.43E+05 9.11E+04 6.22E+04 7.32E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.563  1.88E+08 9.48E+07 1.80E+09 1.74E+06 3.41E+06 4.89E+06 6.04E+06 6.87E+06 7.43E+06 7.64E+06 7.55E+06 7.17E+06 6.64E+06 6.05E+06 5.32E+06 4.59E+06 3.88E+06 3.24E+06 2.67E+06 2.15E+06 1.72E+06 1.37E+06 1.07E+06 8.32E+05 6.39E+05 4.94E+05 3.77E+05 2.84E+05 2.77E+05 1.81E+05 1.25E+05 1.49E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.606  3.12E+08 1.52E+08 2.96E+09 2.65E+06 5.24E+06 7.54E+06 9.32E+06 1.06E+07 1.15E+07 1.19E+07 1.19E+07 1.13E+07 1.06E+07 9.74E+06 8.62E+06 7.51E+06 6.43E+06 5.42E+06 4.53E+06 3.68E+06 2.97E+06 2.40E+06 1.90E+06 1.50E+06 1.17E+06 9.18E+05 7.11E+05 5.43E+05 5.38E+05 3.60E+05 2.53E+05 3.05E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.648  5.10E+08 2.45E+08 4.90E+09 4.05E+06 8.04E+06 1.16E+07 1.44E+07 1.64E+07 1.79E+07 1.87E+07 1.87E+07 1.79E+07 1.69E+07 1.57E+07 1.40E+07 1.23E+07 1.06E+07 9.07E+06 7.66E+06 6.30E+06 5.15E+06 4.22E+06 3.39E+06 2.71E+06 2.13E+06 1.70E+06 1.34E+06 1.04E+06 1.05E+06 7.15E+05 5.09E+05 6.23E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.748  1.83E+09 8.13E+08 1.75E+10 1.17E+07 2.35E+07 3.42E+07 4.24E+07 4.88E+07 5.41E+07 5.70E+07 5.79E+07 5.64E+07 5.40E+07 5.16E+07 4.69E+07 4.22E+07 3.74E+07 3.28E+07 2.86E+07 2.41E+07 2.03E+07 1.72E+07 1.43E+07 1.18E+07 9.64E+06 8.02E+06 6.57E+06 5.28E+06 5.49E+06 3.98E+06 2.94E+06 3.72E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.843  6.29E+09 2.75E+09 6.40E+10 3.37E+07 6.85E+07 1.01E+08 1.25E+08 1.45E+08 1.63E+08 1.74E+08 1.80E+08 1.77E+08 1.73E+08 1.70E+08 1.57E+08 1.45E+08 1.32E+08 1.19E+08 1.07E+08 9.25E+07 8.01E+07 7.05E+07 6.04E+07 5.17E+07 4.35E+07 3.77E+07 3.21E+07 2.68E+07 2.89E+07 2.21E+07 1.69E+07 2.21E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.018  9.89E+10 3.43E+10 9.57E+11 2.80E+08 5.84E+08 8.73E+08 1.09E+09 1.28E+09 1.48E+09 1.62E+09 1.73E+09 1.75E+09 1.77E+09 1.83E+09 1.77E+09 1.71E+09 1.63E+09 1.56E+09 1.49E+09 1.36E+09 1.25E+09 1.18E+09 1.08E+09 9.88E+08 8.87E+08 8.34E+08 7.70E+08 6.90E+08 7.97E+08 6.86E+08 5.63E+08 7.86E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.331  4.40E+13 8.75E+12 3.56E+14 1.93E+10 4.24E+10 6.56E+10 8.26E+10 9.95E+10 1.22E+11 1.41E+11 1.60E+11 1.72E+11 1.87E+11 2.14E+11 2.23E+11 2.36E+11 2.50E+11 2.67E+11 2.88E+11 2.93E+11 3.02E+11 3.29E+11 3.42E+11 3.61E+11 3.68E+11 4.08E+11 4.42E+11 4.58E+11 6.08E+11 6.57E+11 6.23E+11 9.92E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.606  5.53E+14 9.30E+13 1.69E+15 1.33E+12 3.07E+12 4.93E+12 6.26E+12 7.75E+12 1.00E+13 1.23E+13 1.49E+13 1.68E+13 3.72E+11 4.27E+11 4.45E+11 4.71E+11 4.99E+11 5.32E+11 5.75E+11 5.84E+11 6.02E+11 6.56E+11 6.84E+11 7.20E+11 7.36E+11 8.15E+11 8.83E+11 9.16E+11 1.22E+12 1.31E+12 1.24E+12 1.98E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.854  3.46E+16 6.71E+15 9.10E+16 9.20E+13 2.23E+14 3.70E+14 4.75E+14 6.04E+14 8.27E+14 1.07E+15 1.38E+15 1.64E+15 7.40E+11 8.50E+11 8.86E+11 9.38E+11 9.94E+11 1.06E+12 1.15E+12 1.17E+12 1.20E+12 1.31E+12 1.37E+12 1.44E+12 1.47E+12 1.63E+12 1.76E+12 1.83E+12 2.43E+12 2.63E+12 2.49E+12 3.96E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.083  2.98E+18 5.83E+17 8.07E+18 6.35E+15 1.62E+16 2.78E+16 3.60E+16 4.70E+16 6.81E+16 9.33E+16 1.28E+17 1.61E+17 1.47E+12 1.69E+12 1.77E+12 1.87E+12 1.98E+12 2.12E+12 2.29E+12 2.33E+12 2.40E+12 2.62E+12 2.73E+12 2.87E+12 2.94E+12 3.25E+12 3.52E+12 3.66E+12 4.86E+12 5.25E+12 4.97E+12 7.93E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.296  2.63E+20 5.14E+19 7.30E+20 4.38E+17 1.17E+18 2.09E+18 2.73E+18 3.66E+18 5.61E+18 8.13E+18 1.18E+19 1.57E+19 2.93E+12 3.37E+12 3.52E+12 3.73E+12 3.95E+12 4.22E+12 4.56E+12 4.64E+12 4.79E+12 5.22E+12 5.44E+12 5.74E+12 5.87E+12 6.50E+12 7.04E+12 7.31E+12 9.71E+12 1.05E+13 9.94E+12 1.58E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.496  2.34E+22 4.57E+21 6.65E+22 3.02E+19 8.53E+19 1.57E+20 2.07E+20 2.85E+20 4.63E+20 7.07E+20 1.10E+21 1.54E+21 5.84E+12 6.72E+12 7.00E+12 7.43E+12 7.88E+12 8.42E+12 9.10E+12 9.26E+12 9.56E+12 1.04E+13 1.09E+13 1.15E+13 1.17E+13 1.30E+13 1.41E+13 1.46E+13 1.94E+13 2.10E+13 1.99E+13 3.17E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.685  2.10E+24 4.10E+23 6.10E+24 2.09E+21 6.19E+21 1.18E+22 1.57E+22 2.22E+22 3.81E+22 6.16E+22 1.02E+23 1.50E+23 1.16E+13 1.34E+13 1.40E+13 1.48E+13 1.57E+13 1.68E+13 1.82E+13 1.85E+13 1.91E+13 2.08E+13 2.17E+13 2.29E+13 2.34E+13 2.59E+13 2.81E+13 2.92E+13 3.88E+13 4.19E+13 3.97E+13 6.33E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.865  1.89E+26 3.70E+25 5.63E+26 1.44E+23 4.49E+23 8.88E+23 1.19E+24 1.73E+24 3.14E+24 5.36E+24 9.43E+24 1.47E+25 2.31E+13 2.66E+13 2.78E+13 2.95E+13 3.13E+13 3.35E+13 3.62E+13 3.69E+13 3.81E+13 4.16E+13 4.33E+13 4.57E+13 4.68E+13 5.18E+13 5.62E+13 5.83E+13 7.75E+13 8.38E+13 7.94E+13 1.27E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.037  1.72E+28 3.37E+27 5.22E+28 9.95E+24 3.26E+25 6.67E+25 9.03E+25 1.35E+26 2.59E+26 4.67E+26 8.74E+26 1.44E+27 4.60E+13 5.30E+13 5.54E+13 5.88E+13 6.24E+13 6.68E+13 7.23E+13 7.36E+13 7.60E+13 8.30E+13 8.65E+13 9.13E+13 9.34E+13 1.04E+14 1.12E+14 1.17E+14 1.55E+14 1.68E+14 1.59E+14 2.53E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.202  1.58E+30 3.09E+29 4.86E+30 6.87E+26 2.36E+27 5.01E+27 6.85E+27 1.05E+28 2.13E+28 4.06E+28 8.10E+28 1.41E+29 9.16E+13 1.06E+14 1.10E+14 1.17E+14 1.24E+14 1.33E+14 1.44E+14 1.47E+14 1.52E+14 1.66E+14 1.73E+14 1.82E+14 1.87E+14 2.07E+14 2.24E+14 2.33E+14 3.10E+14 3.35E+14 3.17E+14 5.06E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.360  1.46E+32 2.85E+31 4.54E+32 4.74E+28 1.72E+29 3.77E+29 5.19E+29 8.16E+29 1.76E+30 3.54E+30 7.51E+30 1.38E+31 1.82E+14 2.10E+14 2.20E+14 2.33E+14 2.48E+14 2.66E+14 2.88E+14 2.93E+14 3.03E+14 3.31E+14 3.45E+14 3.64E+14 3.73E+14 4.13E+14 4.48E+14 4.66E+14 6.19E+14 6.70E+14 6.35E+14 1.01E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.513  1.35E+34 2.64E+33 4.26E+34 3.27E+30 1.25E+31 2.83E+31 3.94E+31 6.35E+31 1.45E+32 3.08E+32 6.96E+32 1.35E+33 3.63E+14 4.19E+14 4.38E+14 4.65E+14 4.94E+14 5.30E+14 5.74E+14 5.84E+14 6.04E+14 6.60E+14 6.89E+14 7.27E+14 7.44E+14 8.26E+14 8.96E+14 9.31E+14 1.24E+15 1.34E+15 1.27E+15 2.02E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.661  1.26E+36 2.46E+35 4.01E+36 2.26E+32 9.04E+32 2.13E+33 2.99E+33 4.95E+33 1.19E+34 2.68E+34 6.45E+34 1.32E+35 7.23E+14 8.34E+14 8.72E+14 9.27E+14 9.86E+14 1.06E+15 1.14E+15 1.17E+15 1.21E+15 1.32E+15 1.38E+15 1.45E+15 1.49E+15 1.65E+15 1.79E+15 1.86E+15 2.47E+15 2.68E+15 2.54E+15 4.04E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
