                    *********************************************************************************
                    *  Z= 55 A=135: Positive-Parity Spin-dependent Level Density [MeV-1] for CS135  *
  16.00  1.142  6.41E+09 4.29E+09 8.47E+10 6.95E+07 1.36E+08 1.95E+08 2.46E+08 2.85E+08 3.12E+08 3.27E+08 3.31E+08 3.24E+08 3.08E+08 2.86E+08 2.59E+08 2.29E+08 1.98E+08 1.68E+08 1.40E+08 1.14E+08 9.12E+07 7.16E+07 5.52E+07 4.18E+07 3.11E+07 2.27E+07 1.63E+07 1.15E+07 8.01E+06 5.86E+06 4.01E+06 5.90E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.177  1.24E+10 7.66E+09 1.54E+11 1.19E+08 2.33E+08 3.36E+08 4.24E+08 4.93E+08 5.43E+08 5.71E+08 5.80E+08 5.71E+08 5.46E+08 5.10E+08 4.65E+08 4.15E+08 3.62E+08 3.09E+08 2.60E+08 2.14E+08 1.72E+08 1.37E+08 1.06E+08 8.15E+07 6.12E+07 4.52E+07 3.28E+07 2.34E+07 1.65E+07 1.22E+07 8.49E+06 1.26E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.211  2.31E+10 1.37E+10 2.80E+11 2.05E+08 4.01E+08 5.79E+08 7.31E+08 8.54E+08 9.43E+08 9.97E+08 1.02E+09 1.01E+09 9.69E+08 9.10E+08 8.36E+08 7.50E+08 6.60E+08 5.69E+08 4.82E+08 4.00E+08 3.26E+08 2.61E+08 2.05E+08 1.59E+08 1.21E+08 8.99E+07 6.60E+07 4.76E+07 3.38E+07 2.56E+07 1.80E+07 2.70E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.244  4.21E+10 2.45E+10 5.11E+11 3.51E+08 6.88E+08 9.96E+08 1.26E+09 1.48E+09 1.64E+09 1.74E+09 1.78E+09 1.77E+09 1.72E+09 1.62E+09 1.50E+09 1.36E+09 1.20E+09 1.05E+09 8.94E+08 7.49E+08 6.16E+08 4.98E+08 3.96E+08 3.09E+08 2.37E+08 1.79E+08 1.33E+08 9.68E+07 6.94E+07 5.34E+07 3.80E+07 5.78E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.277  7.63E+10 4.39E+10 9.34E+11 6.03E+08 1.18E+09 1.72E+09 2.18E+09 2.56E+09 2.85E+09 3.04E+09 3.13E+09 3.13E+09 3.05E+09 2.90E+09 2.70E+09 2.46E+09 2.20E+09 1.93E+09 1.66E+09 1.40E+09 1.17E+09 9.51E+08 7.64E+08 6.03E+08 4.67E+08 3.56E+08 2.67E+08 1.97E+08 1.43E+08 1.11E+08 8.03E+07 1.24E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.354  3.69E+11 1.90E+11 4.26E+12 2.33E+09 4.58E+09 6.68E+09 8.53E+09 1.01E+10 1.13E+10 1.22E+10 1.27E+10 1.29E+10 1.27E+10 1.23E+10 1.17E+10 1.08E+10 9.87E+09 8.84E+09 7.78E+09 6.74E+09 5.73E+09 4.79E+09 3.94E+09 3.19E+09 2.54E+09 1.98E+09 1.53E+09 1.16E+09 8.62E+08 7.03E+08 5.23E+08 8.29E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.427  1.65E+12 8.32E+11 1.97E+13 8.99E+09 1.77E+10 2.60E+10 3.34E+10 3.98E+10 4.51E+10 4.91E+10 5.18E+10 5.32E+10 5.34E+10 5.24E+10 5.05E+10 4.78E+10 4.44E+10 4.06E+10 3.65E+10 3.23E+10 2.81E+10 2.41E+10 2.04E+10 1.69E+10 1.38E+10 1.11E+10 8.75E+09 6.82E+09 5.21E+09 4.43E+09 3.41E+09 5.55E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.563  4.52E+13 1.66E+13 4.43E+14 1.34E+11 2.66E+11 3.93E+11 5.12E+11 6.20E+11 7.15E+11 7.95E+11 8.59E+11 9.05E+11 9.35E+11 9.49E+11 9.46E+11 9.28E+11 8.97E+11 8.55E+11 8.03E+11 7.45E+11 6.80E+11 6.12E+11 5.43E+11 4.75E+11 4.08E+11 3.44E+11 2.87E+11 2.36E+11 1.90E+11 1.76E+11 1.44E+11 2.49E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.805  4.15E+16 8.27E+15 2.86E+17 2.97E+13 5.99E+13 9.02E+13 1.20E+14 1.50E+14 1.80E+14 2.08E+14 2.36E+14 2.62E+14 2.87E+14 3.11E+14 3.32E+14 3.50E+14 3.66E+14 3.79E+14 3.89E+14 3.96E+14 3.96E+14 3.93E+14 3.86E+14 3.74E+14 3.56E+14 3.34E+14 3.09E+14 2.84E+14 2.54E+14 2.78E+14 2.59E+14 5.01E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.018  1.65E+17 1.65E+16 5.72E+17 5.94E+13 1.20E+14 1.80E+14 2.40E+14 2.99E+14 3.58E+14 4.16E+14 4.71E+14 5.23E+14 5.73E+14 6.20E+14 6.63E+14 7.00E+14 7.31E+14 7.58E+14 7.78E+14 7.91E+14 7.92E+14 7.86E+14 7.72E+14 7.48E+14 7.11E+14 6.67E+14 6.18E+14 5.68E+14 5.08E+14 5.56E+14 5.18E+14 1.00E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.211  4.13E+17 3.30E+16 1.14E+18 1.18E+14 2.39E+14 3.59E+14 4.78E+14 5.98E+14 7.15E+14 8.30E+14 9.40E+14 1.04E+15 1.14E+15 1.24E+15 1.32E+15 1.40E+15 1.46E+15 1.51E+15 1.55E+15 1.58E+15 1.58E+15 1.57E+15 1.54E+15 1.50E+15 1.42E+15 1.33E+15 1.24E+15 1.14E+15 1.02E+15 1.11E+15 1.04E+15 2.00E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.388  9.08E+17 6.60E+16 2.29E+18 2.36E+14 4.76E+14 7.17E+14 9.55E+14 1.19E+15 1.43E+15 1.66E+15 1.88E+15 2.09E+15 2.28E+15 2.47E+15 2.64E+15 2.79E+15 2.92E+15 3.02E+15 3.10E+15 3.16E+15 3.16E+15 3.14E+15 3.08E+15 2.99E+15 2.84E+15 2.67E+15 2.47E+15 2.27E+15 2.03E+15 2.22E+15 2.07E+15 4.01E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.553  1.90E+18 1.32E+17 4.57E+18 4.72E+14 9.50E+14 1.43E+15 1.91E+15 2.38E+15 2.85E+15 3.31E+15 3.75E+15 4.16E+15 4.56E+15 4.94E+15 5.28E+15 5.58E+15 5.83E+15 6.04E+15 6.20E+15 6.31E+15 6.32E+15 6.27E+15 6.16E+15 5.97E+15 5.68E+15 5.33E+15 4.94E+15 4.54E+15 4.06E+15 4.44E+15 4.14E+15 8.01E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.708  3.87E+18 2.63E+17 9.13E+18 9.41E+14 1.90E+15 2.86E+15 3.80E+15 4.75E+15 5.69E+15 6.60E+15 7.48E+15 8.31E+15 9.11E+15 9.87E+15 1.05E+16 1.11E+16 1.16E+16 1.21E+16 1.24E+16 1.26E+16 1.26E+16 1.25E+16 1.23E+16 1.19E+16 1.13E+16 1.06E+16 9.87E+15 9.07E+15 8.12E+15 8.88E+15 8.28E+15 1.60E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.854  7.82E+18 5.26E+17 1.82E+19 1.88E+15 3.78E+15 5.70E+15 7.59E+15 9.48E+15 1.14E+16 1.32E+16 1.49E+16 1.66E+16 1.82E+16 1.97E+16 2.11E+16 2.23E+16 2.33E+16 2.41E+16 2.48E+16 2.52E+16 2.52E+16 2.50E+16 2.46E+16 2.39E+16 2.27E+16 2.13E+16 1.97E+16 1.81E+16 1.62E+16 1.78E+16 1.66E+16 3.20E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.994  1.57E+19 1.05E+18 3.64E+19 3.75E+15 7.55E+15 1.14E+16 1.51E+16 1.89E+16 2.27E+16 2.63E+16 2.98E+16 3.31E+16 3.63E+16 3.93E+16 4.21E+16 4.44E+16 4.65E+16 4.82E+16 4.95E+16 5.03E+16 5.04E+16 5.01E+16 4.92E+16 4.77E+16 4.53E+16 4.26E+16 3.94E+16 3.63E+16 3.25E+16 3.55E+16 3.31E+16 6.41E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.127  3.15E+19 2.10E+18 7.28E+19 7.48E+15 1.51E+16 2.27E+16 3.02E+16 3.78E+16 4.52E+16 5.25E+16 5.95E+16 6.62E+16 7.25E+16 7.86E+16 8.40E+16 8.88E+16 9.28E+16 9.62E+16 9.88E+16 1.01E+17 1.01E+17 1.00E+17 9.83E+16 9.53E+16 9.06E+16 8.51E+16 7.89E+16 7.25E+16 6.49E+16 7.10E+16 6.62E+16 1.28E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.255  6.30E+19 4.20E+18 1.46E+20 1.49E+16 3.01E+16 4.53E+16 6.03E+16 7.54E+16 9.03E+16 1.05E+17 1.19E+17 1.32E+17 1.45E+17 1.57E+17 1.68E+17 1.77E+17 1.85E+17 1.92E+17 1.97E+17 2.01E+17 2.01E+17 2.00E+17 1.97E+17 1.91E+17 1.81E+17 1.70E+17 1.58E+17 1.45E+17 1.30E+17 1.42E+17 1.32E+17 2.56E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.377  1.26E+20 8.39E+18 2.91E+20 2.98E+16 6.00E+16 9.04E+16 1.20E+17 1.50E+17 1.80E+17 2.09E+17 2.37E+17 2.64E+17 2.89E+17 3.13E+17 3.35E+17 3.54E+17 3.70E+17 3.84E+17 3.94E+17 4.02E+17 4.02E+17 3.99E+17 3.93E+17 3.81E+17 3.62E+17 3.40E+17 3.15E+17 2.90E+17 2.59E+17 2.84E+17 2.65E+17 5.12E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.496  2.52E+20 1.68E+19 5.81E+20 5.94E+16 1.20E+17 1.80E+17 2.40E+17 3.00E+17 3.60E+17 4.18E+17 4.73E+17 5.27E+17 5.77E+17 6.26E+17 6.69E+17 7.07E+17 7.40E+17 7.67E+17 7.88E+17 8.02E+17 8.04E+17 7.98E+17 7.85E+17 7.61E+17 7.24E+17 6.79E+17 6.30E+17 5.79E+17 5.19E+17 5.67E+17 5.29E+17 1.02E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.611  5.03E+20 3.35E+19 1.16E+21 1.19E+17 2.39E+17 3.60E+17 4.80E+17 5.99E+17 7.18E+17 8.34E+17 9.45E+17 1.05E+18 1.15E+18 1.25E+18 1.34E+18 1.41E+18 1.48E+18 1.53E+18 1.57E+18 1.60E+18 1.61E+18 1.60E+18 1.57E+18 1.52E+18 1.45E+18 1.36E+18 1.26E+18 1.16E+18 1.04E+18 1.13E+18 1.06E+18 2.05E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.722  1.00E+21 6.69E+19 2.32E+21 2.37E+17 4.77E+17 7.18E+17 9.57E+17 1.20E+18 1.43E+18 1.66E+18 1.89E+18 2.10E+18 2.30E+18 2.50E+18 2.67E+18 2.82E+18 2.95E+18 3.06E+18 3.15E+18 3.20E+18 3.21E+18 3.19E+18 3.14E+18 3.04E+18 2.89E+18 2.72E+18 2.52E+18 2.31E+18 2.07E+18 2.27E+18 2.12E+18 4.09E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.830  2.01E+21 1.34E+20 4.64E+21 4.72E+17 9.51E+17 1.43E+18 1.91E+18 2.39E+18 2.86E+18 3.32E+18 3.77E+18 4.19E+18 4.59E+18 4.98E+18 5.33E+18 5.64E+18 5.90E+18 6.12E+18 6.28E+18 6.40E+18 6.42E+18 6.37E+18 6.27E+18 6.08E+18 5.78E+18 5.43E+18 5.03E+18 4.63E+18 4.14E+18 4.53E+18 4.23E+18 8.18E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.935  4.01E+21 2.67E+20 9.27E+21 9.42E+17 1.90E+18 2.86E+18 3.81E+18 4.77E+18 5.71E+18 6.63E+18 7.52E+18 8.37E+18 9.17E+18 9.95E+18 1.06E+19 1.13E+19 1.18E+19 1.22E+19 1.26E+19 1.28E+19 1.28E+19 1.27E+19 1.25E+19 1.21E+19 1.16E+19 1.08E+19 1.01E+19 9.25E+18 8.29E+18 9.06E+18 8.46E+18 1.64E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  4.037  8.01E+21 5.33E+20 1.85E+22 1.88E+18 3.79E+18 5.71E+18 7.61E+18 9.51E+18 1.14E+19 1.32E+19 1.50E+19 1.67E+19 1.83E+19 1.99E+19 2.13E+19 2.25E+19 2.35E+19 2.44E+19 2.51E+19 2.56E+19 2.56E+19 2.54E+19 2.50E+19 2.43E+19 2.31E+19 2.17E+19 2.01E+19 1.85E+19 1.66E+19 1.81E+19 1.69E+19 3.27E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 55 A=135: Negative-parity Spin-dependent Level Density [MeV-1] for CS135  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.143  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.202  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.247  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.285  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.319  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.350  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.378  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.404  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.428  1.00E+00 2.25E+00 1.94E+01 0.00E+00 7.66E-01 0.00E+00 0.00E+00 7.73E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.451  2.00E+00 4.41E+00 2.95E+01 7.14E-01 1.48E+00 1.47E-02 7.14E-01 7.73E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
