                    *********************************************************************************
                    *  Z= 82 A=208: Positive-Parity Spin-dependent Level Density [MeV-1] for PB208  *
   3.50  0.431  1.90E+01 3.98E+01 3.67E+02 2.86E+00 4.22E+00 2.86E+00 6.46E+00 9.87E+00 7.86E+00 4.29E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.446  3.10E+01 4.92E+01 4.50E+02 4.29E+00 4.94E+00 3.12E+00 8.39E+00 1.13E+01 1.00E+01 5.71E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.461  4.30E+01 5.05E+01 4.77E+02 4.29E+00 4.94E+00 3.12E+00 7.98E+00 1.01E+01 1.07E+01 6.43E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.475  6.10E+01 9.48E+01 9.25E+02 9.29E+00 9.66E+00 7.82E+00 1.07E+01 1.51E+01 1.79E+01 1.36E+01 7.14E+00 2.86E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.489  9.20E+01 1.49E+02 1.44E+03 1.86E+01 1.61E+01 1.22E+01 1.27E+01 2.01E+01 2.86E+01 2.29E+01 1.29E+01 4.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.502  1.30E+02 1.60E+02 1.62E+03 1.92E+01 1.62E+01 1.31E+01 1.17E+01 2.01E+01 3.07E+01 2.29E+01 1.43E+01 6.43E+00 2.14E+00 1.43E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.515  1.74E+02 1.93E+02 2.20E+03 1.91E+01 1.84E+01 1.74E+01 1.18E+01 1.96E+01 3.07E+01 2.71E+01 1.93E+01 1.21E+01 7.14E+00 2.86E+00 2.14E+00 2.14E+00 1.43E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.541  3.37E+02 4.58E+02 5.64E+03 4.20E+01 3.29E+01 4.22E+01 2.82E+01 4.79E+01 6.50E+01 5.71E+01 4.00E+01 3.36E+01 2.43E+01 1.21E+01 1.00E+01 7.86E+00 6.43E+00 5.00E+00 3.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.565  5.89E+02 5.49E+02 7.13E+03 3.35E+01 3.97E+01 5.22E+01 4.46E+01 5.57E+01 6.50E+01 6.00E+01 4.71E+01 4.36E+01 3.57E+01 2.07E+01 1.79E+01 1.50E+01 8.57E+00 5.71E+00 3.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.588  9.97E+02 1.08E+03 1.44E+04 8.63E+01 9.82E+01 6.72E+01 6.43E+01 9.71E+01 1.14E+02 1.18E+02 1.08E+02 9.14E+01 7.29E+01 5.79E+01 4.14E+01 3.00E+01 1.86E+01 1.14E+01 6.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.610  1.75E+03 1.95E+03 2.55E+04 1.70E+02 2.05E+02 1.39E+02 1.19E+02 1.61E+02 1.71E+02 1.94E+02 1.84E+02 1.53E+02 1.29E+02 1.09E+02 8.07E+01 6.64E+01 4.00E+01 1.71E+01 5.71E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.631  3.32E+03 4.32E+03 6.12E+04 2.83E+02 3.73E+02 2.94E+02 2.66E+02 3.39E+02 3.62E+02 4.19E+02 4.26E+02 3.80E+02 3.16E+02 2.65E+02 2.05E+02 1.82E+02 1.21E+02 6.29E+01 2.29E+01 4.29E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.652  6.66E+03 9.03E+03 1.31E+05 4.66E+02 6.49E+02 6.94E+02 6.82E+02 7.56E+02 7.47E+02 7.97E+02 8.23E+02 7.76E+02 6.86E+02 5.88E+02 4.56E+02 4.07E+02 2.72E+02 1.56E+02 6.00E+01 1.43E+01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.672  1.38E+04 1.94E+04 2.96E+05 6.97E+02 1.12E+03 1.41E+03 1.50E+03 1.61E+03 1.58E+03 1.67E+03 1.75E+03 1.72E+03 1.53E+03 1.32E+03 1.09E+03 9.49E+02 6.95E+02 4.30E+02 2.07E+02 7.57E+01 1.71E+01 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.692  2.87E+04 4.03E+04 6.46E+05 1.19E+03 1.84E+03 2.57E+03 3.05E+03 3.41E+03 3.52E+03 3.53E+03 3.58E+03 3.47E+03 3.17E+03 2.79E+03 2.33E+03 2.07E+03 1.56E+03 1.07E+03 6.11E+02 3.09E+02 1.41E+02 6.57E+01 3.14E+01 1.86E+01 1.00E+01 5.71E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.711  5.73E+04 7.43E+04 1.23E+06 2.03E+03 3.36E+03 4.55E+03 5.35E+03 6.01E+03 6.29E+03 6.43E+03 6.48E+03 6.25E+03 5.72E+03 5.07E+03 4.42E+03 3.92E+03 3.06E+03 2.16E+03 1.37E+03 8.01E+02 4.54E+02 2.56E+02 1.35E+02 9.00E+01 5.50E+01 3.21E+01 1.50E+01 5.71E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.729  1.10E+05 1.37E+05 2.31E+06 3.07E+03 5.42E+03 7.59E+03 9.48E+03 1.09E+04 1.19E+04 1.21E+04 1.22E+04 1.15E+04 1.05E+04 9.42E+03 8.32E+03 7.40E+03 5.85E+03 4.27E+03 2.80E+03 1.73E+03 1.03E+03 6.01E+02 3.34E+02 2.06E+02 1.18E+02 6.29E+01 2.86E+01 1.14E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.765  4.06E+05 4.55E+05 7.96E+06 9.93E+03 1.81E+04 2.45E+04 2.95E+04 3.32E+04 3.66E+04 3.87E+04 4.01E+04 3.84E+04 3.50E+04 3.09E+04 2.73E+04 2.43E+04 2.03E+04 1.58E+04 1.15E+04 7.90E+03 5.19E+03 3.32E+03 2.01E+03 1.16E+03 6.26E+02 2.96E+02 1.14E+02 3.36E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.799  1.47E+06 1.67E+06 3.03E+07 3.29E+04 6.11E+04 8.28E+04 9.98E+04 1.14E+05 1.27E+05 1.38E+05 1.44E+05 1.39E+05 1.28E+05 1.15E+05 1.02E+05 8.96E+04 7.69E+04 6.29E+04 4.92E+04 3.64E+04 2.56E+04 1.72E+04 1.11E+04 6.76E+03 3.91E+03 1.95E+03 8.09E+02 2.54E+02 4.57E+01 4.29E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.831  5.65E+06 6.70E+06 1.27E+08 1.18E+05 2.23E+05 3.05E+05 3.75E+05 4.35E+05 4.91E+05 5.32E+05 5.52E+05 5.39E+05 5.07E+05 4.63E+05 4.18E+05 3.71E+05 3.23E+05 2.71E+05 2.21E+05 1.73E+05 1.30E+05 9.28E+04 6.40E+04 4.20E+04 2.63E+04 1.50E+04 7.74E+03 3.52E+03 1.43E+03 5.54E+02 2.25E+02 1.89E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.863  2.11E+07 2.41E+07 4.72E+08 3.93E+05 7.50E+05 1.05E+06 1.30E+06 1.51E+06 1.70E+06 1.83E+06 1.90E+06 1.88E+06 1.80E+06 1.67E+06 1.52E+06 1.36E+06 1.19E+06 1.01E+06 8.42E+05 6.76E+05 5.25E+05 3.93E+05 2.84E+05 1.97E+05 1.30E+05 8.02E+04 4.62E+04 2.49E+04 1.27E+04 6.36E+03 3.16E+03 3.02E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.893  5.34E+07 4.06E+07 8.05E+08 6.43E+05 1.23E+06 1.73E+06 2.15E+06 2.50E+06 2.80E+06 3.02E+06 3.14E+06 3.13E+06 3.01E+06 2.82E+06 2.58E+06 2.31E+06 2.03E+06 1.73E+06 1.44E+06 1.17E+06 9.21E+05 7.03E+05 5.18E+05 3.68E+05 2.49E+05 1.59E+05 9.50E+04 5.37E+04 2.90E+04 1.51E+04 7.65E+03 6.91E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.922  1.08E+08 6.83E+07 1.38E+09 1.05E+06 2.02E+06 2.86E+06 3.56E+06 4.14E+06 4.61E+06 4.97E+06 5.17E+06 5.19E+06 5.04E+06 4.76E+06 4.37E+06 3.93E+06 3.45E+06 2.96E+06 2.48E+06 2.03E+06 1.62E+06 1.25E+06 9.45E+05 6.87E+05 4.78E+05 3.14E+05 1.95E+05 1.16E+05 6.59E+04 3.57E+04 1.85E+04 1.58E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.950  2.00E+08 1.15E+08 2.35E+09 1.72E+06 3.32E+06 4.73E+06 5.90E+06 6.84E+06 7.59E+06 8.18E+06 8.53E+06 8.63E+06 8.45E+06 8.03E+06 7.42E+06 6.68E+06 5.87E+06 5.05E+06 4.26E+06 3.52E+06 2.84E+06 2.24E+06 1.72E+06 1.28E+06 9.16E+05 6.22E+05 4.02E+05 2.50E+05 1.50E+05 8.44E+04 4.47E+04 3.62E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.978  3.55E+08 1.95E+08 4.04E+09 2.81E+06 5.46E+06 7.82E+06 9.76E+06 1.13E+07 1.25E+07 1.35E+07 1.41E+07 1.43E+07 1.42E+07 1.36E+07 1.26E+07 1.13E+07 9.99E+06 8.63E+06 7.31E+06 6.09E+06 4.98E+06 4.00E+06 3.14E+06 2.39E+06 1.76E+06 1.23E+06 8.26E+05 5.40E+05 3.41E+05 2.00E+05 1.08E+05 8.29E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.005  6.17E+08 3.30E+08 6.96E+09 4.60E+06 8.96E+06 1.29E+07 1.61E+07 1.87E+07 2.06E+07 2.21E+07 2.32E+07 2.38E+07 2.37E+07 2.29E+07 2.13E+07 1.93E+07 1.70E+07 1.47E+07 1.25E+07 1.05E+07 8.73E+06 7.14E+06 5.74E+06 4.47E+06 3.36E+06 2.43E+06 1.70E+06 1.16E+06 7.75E+05 4.74E+05 2.61E+05 1.90E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.031  1.06E+09 5.59E+08 1.20E+10 7.52E+06 1.47E+07 2.13E+07 2.67E+07 3.09E+07 3.39E+07 3.64E+07 3.83E+07 3.96E+07 3.98E+07 3.87E+07 3.61E+07 3.28E+07 2.89E+07 2.52E+07 2.15E+07 1.83E+07 1.53E+07 1.27E+07 1.05E+07 8.35E+06 6.45E+06 4.82E+06 3.49E+06 2.51E+06 1.76E+06 1.12E+06 6.31E+05 4.35E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.093  4.40E+09 2.11E+09 4.81E+10 2.57E+07 5.09E+07 7.49E+07 9.41E+07 1.08E+08 1.18E+08 1.27E+08 1.34E+08 1.41E+08 1.44E+08 1.43E+08 1.35E+08 1.23E+08 1.09E+08 9.61E+07 8.31E+07 7.22E+07 6.24E+07 5.43E+07 4.70E+07 3.98E+07 3.28E+07 2.66E+07 2.12E+07 1.72E+07 1.37E+07 9.68E+06 5.73E+06 3.45E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.153  1.73E+10 8.19E+09 2.01E+11 8.80E+07 1.76E+08 2.63E+08 3.31E+08 3.81E+08 4.11E+08 4.40E+08 4.67E+08 5.01E+08 5.25E+08 5.31E+08 5.06E+08 4.65E+08 4.14E+08 3.66E+08 3.21E+08 2.85E+08 2.55E+08 2.31E+08 2.11E+08 1.90E+08 1.67E+08 1.46E+08 1.28E+08 1.18E+08 1.07E+08 8.36E+07 5.20E+07 2.73E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.263  3.89E+11 1.41E+11 4.29E+12 1.03E+09 2.10E+09 3.24E+09 4.11E+09 4.70E+09 4.98E+09 5.31E+09 5.69E+09 6.34E+09 6.93E+09 7.29E+09 7.10E+09 6.59E+09 5.91E+09 5.33E+09 4.78E+09 4.45E+09 4.23E+09 4.20E+09 4.26E+09 4.30E+09 4.31E+09 4.45E+09 4.71E+09 5.50E+09 6.53E+09 6.23E+09 4.29E+09 1.72E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.458  7.12E+14 1.42E+14 6.96E+15 1.41E+11 3.00E+11 4.92E+11 6.32E+11 7.16E+11 7.31E+11 7.73E+11 8.48E+11 1.01E+12 1.21E+12 1.37E+12 1.39E+12 1.33E+12 1.21E+12 1.13E+12 1.06E+12 1.08E+12 1.17E+12 1.38E+12 1.73E+12 2.22E+12 2.88E+12 4.10E+12 6.36E+12 1.21E+13 2.42E+13 3.46E+13 2.92E+13 6.80E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.630  2.84E+15 2.84E+14 1.39E+16 2.81E+11 5.98E+11 9.81E+11 1.26E+12 1.43E+12 1.46E+12 1.54E+12 1.69E+12 2.02E+12 2.41E+12 2.74E+12 2.78E+12 2.64E+12 2.41E+12 2.25E+12 2.12E+12 2.16E+12 2.33E+12 2.76E+12 3.46E+12 4.43E+12 5.76E+12 8.20E+12 1.27E+13 2.41E+13 4.83E+13 6.91E+13 5.85E+13 1.36E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.786  7.10E+15 5.68E+14 2.78E+16 5.60E+11 1.19E+12 1.96E+12 2.51E+12 2.85E+12 2.91E+12 3.07E+12 3.37E+12 4.03E+12 4.81E+12 5.46E+12 5.54E+12 5.27E+12 4.80E+12 4.49E+12 4.23E+12 4.31E+12 4.66E+12 5.52E+12 6.92E+12 8.86E+12 1.15E+13 1.64E+13 2.54E+13 4.82E+13 9.67E+13 1.38E+14 1.17E+14 2.72E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.929  1.56E+16 1.14E+15 5.57E+16 1.11E+12 2.37E+12 3.90E+12 5.01E+12 5.67E+12 5.79E+12 6.12E+12 6.71E+12 8.04E+12 9.59E+12 1.09E+13 1.11E+13 1.05E+13 9.58E+12 8.96E+12 8.44E+12 8.61E+12 9.31E+12 1.10E+13 1.38E+13 1.77E+13 2.30E+13 3.28E+13 5.09E+13 9.64E+13 1.93E+14 2.76E+14 2.34E+14 5.44E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.062  3.26E+16 2.27E+15 1.11E+17 2.22E+12 4.73E+12 7.77E+12 9.98E+12 1.13E+13 1.15E+13 1.22E+13 1.34E+13 1.60E+13 1.91E+13 2.17E+13 2.21E+13 2.10E+13 1.91E+13 1.79E+13 1.68E+13 1.72E+13 1.86E+13 2.20E+13 2.76E+13 3.54E+13 4.60E+13 6.55E+13 1.02E+14 1.93E+14 3.87E+14 5.53E+14 4.68E+14 1.09E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.187  6.67E+16 4.54E+15 2.23E+17 4.43E+12 9.43E+12 1.55E+13 1.99E+13 2.25E+13 2.30E+13 2.43E+13 2.67E+13 3.20E+13 3.81E+13 4.34E+13 4.40E+13 4.19E+13 3.81E+13 3.57E+13 3.36E+13 3.43E+13 3.71E+13 4.39E+13 5.52E+13 7.06E+13 9.19E+13 1.31E+14 2.03E+14 3.85E+14 7.73E+14 1.11E+15 9.35E+14 2.17E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
