                    *********************************************************************************
                    *  Z= 28 A= 59: Positive-Parity Spin-dependent Level Density [MeV-1] for NI 59  *
   2.75  0.693  3.00E+00 6.28E+00 5.38E+01 0.00E+00 3.19E-01 1.48E+00 1.49E+00 2.19E+00 7.14E-01 8.96E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.724  5.00E+00 9.83E+00 9.36E+01 0.00E+00 3.19E-01 1.68E+00 2.11E+00 2.97E+00 1.40E+00 1.34E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.753  9.00E+00 1.66E+01 1.51E+02 1.81E-01 1.12E+00 3.11E+00 3.41E+00 4.42E+00 2.30E+00 2.05E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.782  1.40E+01 2.29E+01 2.05E+02 8.95E-01 2.29E+00 3.42E+00 3.31E+00 7.73E+00 2.47E+00 2.18E+00 6.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.809  2.10E+01 3.24E+01 2.89E+02 1.70E+00 3.35E+00 4.72E+00 6.44E+00 7.91E+00 2.86E+00 4.15E+00 6.25E-01 6.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.836  3.00E+01 4.31E+01 3.65E+02 4.11E+00 4.42E+00 8.25E+00 7.51E+00 7.55E+00 4.82E+00 4.35E+00 8.04E-01 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.861  4.20E+01 5.48E+01 4.66E+02 5.00E+00 6.06E+00 1.06E+01 9.70E+00 8.34E+00 7.41E+00 4.88E+00 8.93E-01 1.96E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.886  5.70E+01 6.66E+01 5.94E+02 5.72E+00 7.30E+00 1.09E+01 1.07E+01 1.09E+01 9.01E+00 7.03E+00 2.41E+00 2.02E+00 6.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.911  7.80E+01 9.43E+01 8.36E+02 7.17E+00 1.28E+01 1.49E+01 1.38E+01 1.78E+01 1.08E+01 8.40E+00 5.09E+00 2.82E+00 6.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.934  1.04E+02 1.18E+02 1.03E+03 1.07E+01 1.58E+01 1.90E+01 1.79E+01 1.95E+01 1.57E+01 1.03E+01 5.89E+00 2.82E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.980  1.83E+02 1.99E+02 1.80E+03 1.65E+01 2.51E+01 2.68E+01 3.16E+01 3.46E+01 2.72E+01 1.93E+01 8.87E+00 8.18E+00 8.04E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  1.024  3.16E+02 3.31E+02 3.04E+03 2.46E+01 4.09E+01 5.07E+01 5.09E+01 5.30E+01 3.93E+01 3.48E+01 2.05E+01 1.15E+01 3.39E+00 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.065  5.44E+02 5.81E+02 5.38E+03 4.63E+01 7.11E+01 9.00E+01 8.77E+01 8.21E+01 7.54E+01 5.94E+01 3.27E+01 2.38E+01 7.77E+00 4.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.106  9.46E+02 1.03E+03 9.63E+03 7.33E+01 1.31E+02 1.63E+02 1.47E+02 1.59E+02 1.20E+02 9.46E+01 7.09E+01 3.50E+01 1.96E+01 9.62E+00 2.20E+00 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.144  1.64E+03 1.73E+03 1.65E+04 1.30E+02 2.18E+02 2.48E+02 2.76E+02 2.35E+02 1.90E+02 1.83E+02 1.09E+02 7.34E+01 3.91E+01 1.71E+01 5.50E+00 2.90E+00 1.40E+00 6.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.182  2.80E+03 2.94E+03 2.83E+04 2.23E+02 3.77E+02 4.10E+02 4.56E+02 3.81E+02 3.48E+02 2.90E+02 1.92E+02 1.40E+02 6.72E+01 2.88E+01 1.46E+01 6.20E+00 2.65E+00 6.25E-01 5.71E-02 6.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.218  4.77E+03 4.92E+03 4.79E+04 3.57E+02 6.55E+02 6.96E+02 6.88E+02 6.66E+02 5.87E+02 4.76E+02 3.43E+02 2.28E+02 1.13E+02 6.96E+01 2.24E+01 1.26E+01 4.24E+00 2.36E+00 1.31E+00 6.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.254  8.07E+03 8.29E+03 8.17E+04 5.99E+02 1.05E+03 1.17E+03 1.17E+03 1.10E+03 9.95E+02 8.21E+02 5.63E+02 4.01E+02 2.23E+02 1.21E+02 4.33E+01 2.49E+01 8.45E+00 4.86E+00 1.31E+00 1.41E+00 6.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.288  1.37E+04 1.40E+04 1.40E+05 1.01E+03 1.73E+03 1.99E+03 1.98E+03 1.89E+03 1.65E+03 1.34E+03 9.97E+02 6.68E+02 4.03E+02 2.11E+02 9.34E+01 5.06E+01 1.65E+01 1.25E+01 4.39E+00 2.66E+00 7.07E-01 6.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.321  2.31E+04 2.38E+04 2.37E+05 1.79E+03 2.91E+03 3.27E+03 3.38E+03 3.14E+03 2.80E+03 2.25E+03 1.65E+03 1.15E+03 7.08E+02 3.94E+02 1.90E+02 8.54E+01 4.13E+01 1.96E+01 8.60E+00 7.07E+00 1.42E+00 1.87E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.386  6.78E+04 6.56E+04 6.71E+05 4.36E+03 7.43E+03 9.32E+03 9.42E+03 8.76E+03 7.63E+03 6.20E+03 4.55E+03 3.25E+03 2.12E+03 1.23E+03 6.68E+02 3.37E+02 1.66E+02 8.28E+01 4.12E+01 2.47E+01 9.55E+00 5.71E+00 2.68E+00 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.447  1.90E+05 1.78E+05 1.85E+06 1.15E+04 1.96E+04 2.54E+04 2.57E+04 2.39E+04 2.05E+04 1.64E+04 1.24E+04 8.82E+03 5.90E+03 3.75E+03 2.06E+03 1.19E+03 6.06E+02 2.93E+02 1.60E+02 9.01E+01 4.46E+01 2.70E+01 9.73E+00 5.48E+00 1.87E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.507  5.16E+05 4.75E+05 4.97E+06 3.02E+04 5.27E+04 6.65E+04 6.84E+04 6.28E+04 5.34E+04 4.29E+04 3.27E+04 2.36E+04 1.63E+04 1.07E+04 6.22E+03 3.75E+03 2.00E+03 1.10E+03 5.91E+02 3.41E+02 1.70E+02 9.48E+01 4.53E+01 2.53E+01 8.55E+00 2.50E+00 6.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.563  1.37E+06 1.24E+06 1.31E+07 7.86E+04 1.37E+05 1.72E+05 1.77E+05 1.62E+05 1.38E+05 1.10E+05 8.47E+04 6.15E+04 4.40E+04 2.90E+04 1.84E+04 1.12E+04 6.48E+03 3.72E+03 2.05E+03 1.19E+03 6.60E+02 3.56E+02 2.04E+02 8.68E+01 3.90E+01 1.76E+01 3.30E+00 1.25E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.618  2.91E+06 1.84E+06 1.96E+07 1.15E+05 2.04E+05 2.58E+05 2.63E+05 2.40E+05 2.03E+05 1.63E+05 1.23E+05 9.17E+04 6.53E+04 4.44E+04 2.80E+04 1.76E+04 1.04E+04 5.96E+03 3.50E+03 2.07E+03 1.05E+03 6.61E+02 3.41E+02 1.56E+02 7.11E+01 3.15E+01 1.29E+01 3.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.671  5.20E+06 2.74E+06 2.92E+07 1.68E+05 3.05E+05 3.89E+05 3.92E+05 3.54E+05 2.99E+05 2.40E+05 1.79E+05 1.37E+05 9.68E+04 6.80E+04 4.27E+04 2.76E+04 1.68E+04 9.55E+03 5.96E+03 3.60E+03 1.44E+03 9.66E+02 4.78E+02 2.26E+02 1.03E+02 4.54E+01 2.25E+01 6.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.723  8.60E+06 4.07E+06 4.36E+07 2.45E+05 4.55E+05 5.84E+05 5.83E+05 5.22E+05 4.41E+05 3.54E+05 2.61E+05 2.04E+05 1.44E+05 1.04E+05 6.50E+04 4.34E+04 2.71E+04 1.53E+04 1.01E+04 6.25E+03 1.97E+03 1.27E+03 6.16E+02 2.95E+02 1.35E+02 5.94E+01 3.21E+01 9.16E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.773  1.37E+07 6.05E+06 6.50E+07 3.59E+05 6.79E+05 8.79E+05 8.68E+05 7.72E+05 6.49E+05 5.22E+05 3.80E+05 3.04E+05 2.13E+05 1.60E+05 9.90E+04 6.80E+04 4.37E+04 2.45E+04 1.73E+04 1.09E+04 2.70E+03 1.58E+03 7.53E+02 3.65E+02 1.67E+02 7.33E+01 4.17E+01 1.18E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.821  2.12E+07 9.01E+06 9.72E+07 5.24E+05 1.01E+06 1.32E+06 1.29E+06 1.14E+06 9.56E+05 7.71E+05 5.54E+05 4.54E+05 3.16E+05 2.45E+05 1.51E+05 1.07E+05 7.04E+04 3.92E+04 2.94E+04 1.89E+04 3.71E+03 1.96E+03 8.91E+02 4.35E+02 1.99E+02 8.72E+01 5.14E+01 1.44E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.869  3.24E+07 1.34E+07 1.45E+08 7.66E+05 1.51E+06 1.99E+06 1.92E+06 1.68E+06 1.41E+06 1.14E+06 8.07E+05 6.77E+05 4.69E+05 3.75E+05 2.30E+05 1.67E+05 1.13E+05 6.28E+04 5.01E+04 3.27E+04 5.08E+03 2.43E+03 1.03E+03 5.04E+02 2.32E+02 1.01E+02 6.10E+01 1.71E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.982  9.46E+07 3.63E+07 3.99E+08 1.98E+06 4.11E+06 5.52E+06 5.20E+06 4.46E+06 3.71E+06 3.01E+06 2.06E+06 1.84E+06 1.26E+06 1.09E+06 6.59E+05 5.15E+05 3.74E+05 2.04E+05 1.89E+05 1.30E+05 1.12E+04 4.15E+03 1.37E+03 6.78E+02 3.12E+02 1.36E+02 8.50E+01 2.37E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.089  2.63E+08 9.87E+07 1.10E+09 5.11E+06 1.12E+07 1.53E+07 1.41E+07 1.18E+07 9.78E+06 7.96E+06 5.28E+06 5.01E+06 3.37E+06 3.16E+06 1.89E+06 1.59E+06 1.23E+06 6.62E+05 7.17E+05 5.17E+05 2.46E+04 7.11E+03 1.83E+03 8.52E+02 3.92E+02 1.71E+02 1.09E+02 3.03E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.289  2.35E+09 7.36E+08 8.60E+09 3.41E+07 8.27E+07 1.18E+08 1.03E+08 8.30E+07 6.79E+07 5.57E+07 3.45E+07 3.70E+07 2.42E+07 2.67E+07 1.55E+07 1.51E+07 1.34E+07 6.98E+06 1.03E+07 8.15E+06 1.19E+05 2.09E+04 3.26E+03 1.20E+03 5.53E+02 2.41E+02 1.57E+02 4.35E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.643  2.27E+11 4.42E+10 6.17E+11 1.52E+09 4.53E+09 6.99E+09 5.49E+09 4.09E+09 3.27E+09 2.72E+09 1.48E+09 2.02E+09 1.25E+09 1.90E+09 1.05E+09 1.36E+09 1.58E+09 7.75E+08 2.10E+09 2.03E+09 2.80E+06 1.79E+05 1.03E+04 1.90E+03 8.74E+02 3.80E+02 2.53E+02 6.98E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.955  1.09E+13 2.10E+12 2.43E+13 6.75E+10 2.48E+11 4.15E+11 2.93E+11 2.02E+11 1.58E+11 1.33E+11 6.34E+10 1.10E+11 6.47E+10 1.36E+11 7.05E+10 1.22E+11 3.15E+09 1.54E+09 4.19E+09 4.05E+09 6.56E+07 1.54E+06 3.27E+04 3.00E+03 1.19E+03 5.19E+02 3.49E+02 9.62E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.237  6.14E+14 1.18E+14 1.45E+15 3.00E+12 1.36E+13 2.46E+13 1.57E+13 9.95E+12 7.59E+12 6.53E+12 2.71E+12 6.03E+12 3.34E+12 9.67E+12 4.75E+12 1.10E+13 6.26E+09 3.07E+09 8.36E+09 8.09E+09 1.54E+09 1.33E+07 1.04E+05 4.73E+03 1.52E+03 6.59E+02 4.45E+02 1.23E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
