                    *********************************************************************************
                    *  Z= 18 A= 41: Positive-Parity Spin-dependent Level Density [MeV-1] for AR 41  *
  16.00  2.072  2.44E+05 1.18E+05 1.49E+06 4.96E+03 8.60E+03 1.18E+04 1.39E+04 1.51E+04 1.34E+04 1.24E+04 9.85E+03 8.17E+03 5.98E+03 4.52E+03 3.38E+03 1.91E+03 1.34E+03 8.78E+02 6.06E+02 3.98E+02 2.36E+02 1.60E+02 9.88E+01 7.88E+01 2.91E+01 3.53E+01 2.71E+01 8.26E+00 4.44E+00 2.22E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  2.136  3.86E+05 1.66E+05 2.13E+06 6.78E+03 1.11E+04 1.56E+04 1.87E+04 2.13E+04 1.85E+04 1.80E+04 1.41E+04 1.23E+04 9.00E+03 7.10E+03 5.53E+03 2.65E+03 1.74E+03 1.14E+03 7.98E+02 5.25E+02 3.04E+02 2.11E+02 1.34E+02 1.07E+02 3.71E+01 4.90E+01 3.82E+01 1.17E+01 6.67E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  2.198  5.85E+05 2.34E+05 3.06E+06 9.26E+03 1.44E+04 2.07E+04 2.52E+04 3.01E+04 2.55E+04 2.60E+04 2.01E+04 1.86E+04 1.35E+04 1.12E+04 9.05E+03 3.69E+03 2.25E+03 1.40E+03 9.89E+02 6.52E+02 3.71E+02 2.62E+02 1.70E+02 1.35E+02 4.51E+01 6.28E+01 4.93E+01 1.51E+01 8.89E+00 4.44E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  2.258  8.67E+05 3.30E+05 4.41E+06 1.26E+04 1.85E+04 2.73E+04 3.39E+04 4.24E+04 3.52E+04 3.76E+04 2.88E+04 2.81E+04 2.04E+04 1.75E+04 1.48E+04 5.13E+03 2.92E+03 1.72E+03 1.18E+03 7.78E+02 4.39E+02 3.13E+02 2.05E+02 1.63E+02 5.32E+01 7.65E+01 6.04E+01 1.85E+01 1.11E+01 5.56E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  2.316  1.27E+06 4.69E+05 6.37E+06 1.73E+04 2.40E+04 3.61E+04 4.56E+04 5.97E+04 4.87E+04 5.45E+04 4.12E+04 4.23E+04 3.06E+04 2.75E+04 2.42E+04 7.12E+03 3.78E+03 2.11E+03 1.37E+03 9.05E+02 5.06E+02 3.64E+02 2.41E+02 1.91E+02 6.12E+01 9.02E+01 7.15E+01 2.19E+01 1.33E+01 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.457  3.28E+06 1.14E+06 1.63E+07 3.77E+04 4.55E+04 7.23E+04 9.59E+04 1.41E+05 1.09E+05 1.37E+05 1.01E+05 1.18E+05 8.50E+04 8.51E+04 8.31E+04 1.62E+04 7.23E+03 3.53E+03 2.00E+03 1.22E+03 6.75E+02 4.92E+02 3.29E+02 2.61E+02 8.12E+01 1.25E+02 9.92E+01 3.05E+01 1.89E+01 9.44E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.590  8.29E+06 2.86E+06 4.31E+07 8.21E+04 8.62E+04 1.45E+05 2.02E+05 3.32E+05 2.44E+05 3.47E+05 2.46E+05 3.31E+05 2.36E+05 2.63E+05 2.85E+05 3.70E+04 1.38E+04 5.90E+03 2.91E+03 1.54E+03 8.44E+02 6.19E+02 4.18E+02 3.32E+02 1.01E+02 1.59E+02 1.27E+02 3.90E+01 2.44E+01 1.22E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.837  6.41E+07 1.95E+07 3.26E+08 3.91E+05 3.10E+05 5.84E+05 8.93E+05 1.85E+06 1.22E+06 2.20E+06 1.47E+06 2.59E+06 1.82E+06 2.51E+06 3.34E+06 1.92E+05 5.06E+04 1.65E+04 6.17E+03 2.44E+03 1.18E+03 8.74E+02 5.95E+02 4.72E+02 1.41E+02 2.27E+02 1.82E+02 5.61E+01 3.56E+01 1.78E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  3.276  6.32E+09 1.23E+09 2.45E+10 8.83E+06 4.02E+06 9.46E+06 1.75E+07 5.70E+07 3.08E+07 8.91E+07 5.25E+07 1.58E+08 1.08E+08 2.30E+08 4.61E+08 5.16E+06 6.77E+05 1.29E+05 2.78E+04 6.14E+03 1.86E+03 1.38E+03 9.50E+02 7.53E+02 2.21E+02 3.65E+02 2.93E+02 9.03E+01 5.78E+01 2.89E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.663  2.47E+11 4.69E+10 9.02E+11 2.00E+08 5.21E+07 1.53E+08 3.42E+08 1.76E+09 7.77E+08 3.60E+09 1.88E+09 9.67E+09 6.40E+09 2.10E+10 9.18E+08 1.39E+08 9.06E+06 1.01E+06 1.25E+05 1.55E+04 2.92E+03 1.89E+03 1.31E+03 1.03E+03 3.01E+02 5.02E+02 4.04E+02 1.24E+02 8.00E+01 4.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  4.012  1.65E+13 3.20E+12 6.46E+13 4.51E+09 6.76E+08 2.48E+09 6.70E+09 5.44E+10 1.96E+10 1.46E+11 6.70E+10 5.91E+11 3.80E+11 1.92E+12 1.83E+09 3.73E+09 1.21E+08 7.92E+06 5.62E+05 3.89E+04 4.58E+03 2.59E+03 1.66E+03 1.32E+03 3.82E+02 6.39E+02 5.15E+02 1.59E+02 1.02E+02 5.11E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  4.334  1.26E+15 2.45E+14 5.11E+15 1.02E+11 8.76E+09 4.02E+10 1.31E+11 1.68E+12 4.92E+11 5.89E+12 2.39E+12 3.61E+13 2.25E+13 1.76E+14 3.64E+09 1.00E+11 1.62E+09 6.20E+07 2.53E+06 9.78E+04 7.20E+03 3.55E+03 2.11E+03 1.67E+03 4.62E+02 7.76E+02 6.26E+02 1.93E+02 1.24E+02 6.22E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  4.633  1.02E+17 2.00E+16 4.25E+17 2.31E+12 1.13E+11 6.51E+11 2.57E+12 5.19E+13 1.24E+13 2.38E+14 8.55E+13 2.21E+15 1.34E+15 1.60E+16 7.26E+09 2.70E+12 2.17E+10 4.85E+08 1.14E+07 2.46E+05 1.13E+04 4.86E+03 2.68E+03 2.13E+03 5.42E+02 9.14E+02 7.37E+02 2.27E+02 1.47E+02 7.33E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  4.914  8.68E+18 1.70E+18 3.65E+19 5.21E+13 1.47E+12 1.05E+13 5.03E+13 1.60E+15 3.12E+14 9.62E+15 3.05E+15 1.35E+17 7.94E+16 1.47E+18 1.45E+10 7.27E+13 2.91E+11 3.80E+09 5.11E+07 6.19E+05 1.78E+04 6.65E+03 3.41E+03 2.71E+03 6.22E+02 1.05E+03 8.47E+02 2.61E+02 1.69E+02 8.44E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  5.180  7.55E+20 1.48E+20 3.20E+21 1.18E+15 1.91E+13 1.71E+14 9.85E+14 4.96E+16 7.86E+15 3.89E+17 1.09E+17 8.26E+18 4.71E+18 1.34E+20 2.88E+10 1.96E+15 3.90E+12 2.97E+10 2.30E+08 1.56E+06 2.79E+04 9.10E+03 4.34E+03 3.44E+03 7.02E+02 1.19E+03 9.58E+02 2.95E+02 1.91E+02 9.56E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  5.433  6.68E+22 1.31E+22 2.85E+23 2.66E+16 2.47E+14 2.77E+15 1.93E+16 1.53E+18 1.98E+17 1.57E+19 3.90E+18 5.05E+20 2.79E+20 1.23E+22 5.75E+10 5.27E+16 5.22E+13 2.33E+11 1.03E+09 3.92E+06 4.39E+04 1.24E+04 5.52E+03 4.38E+03 7.82E+02 1.34E+03 1.07E+03 3.29E+02 2.13E+02 1.07E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  5.674  5.98E+24 1.17E+24 2.55E+25 6.02E+17 3.20E+15 4.48E+16 3.78E+17 4.73E+19 4.98E+18 6.36E+20 1.39E+20 3.09E+22 1.66E+22 1.12E+24 1.15E+11 1.42E+18 6.98E+14 1.82E+12 4.65E+09 9.85E+06 6.90E+04 1.70E+04 7.03E+03 5.56E+03 8.62E+02 1.52E+03 1.18E+03 3.64E+02 2.36E+02 1.18E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  5.906  5.38E+26 1.05E+26 2.31E+27 1.36E+19 4.15E+16 7.25E+17 7.39E+18 1.46E+21 1.25E+20 2.57E+22 4.97E+21 1.89E+24 9.84E+23 1.02E+26 2.28E+11 3.81E+19 9.35E+15 1.43E+13 2.09E+10 2.48E+07 1.08E+05 2.33E+04 8.93E+03 7.08E+03 9.42E+02 1.72E+03 1.30E+03 3.98E+02 2.58E+02 1.29E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  6.129  4.87E+28 9.54E+27 2.09E+29 3.08E+20 5.37E+17 1.17E+19 1.45E+20 4.52E+22 3.16E+21 1.04E+24 1.78E+23 1.15E+26 5.84E+25 9.36E+27 4.55E+11 1.03E+21 1.25E+17 1.12E+14 9.41E+10 6.24E+07 1.70E+05 3.19E+04 1.14E+04 9.00E+03 1.02E+03 1.94E+03 1.44E+03 4.32E+02 2.80E+02 1.40E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  6.344  4.43E+30 8.66E+29 1.90E+31 6.96E+21 6.96E+18 1.90E+20 2.83E+21 1.40E+24 7.95E+22 4.20E+25 6.34E+24 7.05E+27 3.46E+27 8.56E+29 9.06E+11 2.76E+22 1.67E+18 8.75E+14 4.23E+11 1.57E+08 2.68E+05 4.37E+04 1.45E+04 1.14E+04 1.10E+03 2.19E+03 1.59E+03 4.66E+02 3.02E+02 1.51E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  6.552  4.03E+32 7.88E+31 1.73E+33 1.57E+23 9.02E+19 3.08E+21 5.55E+22 4.31E+25 2.00E+24 1.70E+27 2.27E+26 4.31E+29 2.05E+29 7.82E+31 1.81E+12 7.43E+23 2.24E+19 6.85E+15 1.90E+12 3.95E+08 4.21E+05 5.98E+04 1.84E+04 1.46E+04 1.19E+03 2.48E+03 1.75E+03 5.00E+02 3.24E+02 1.62E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  6.753  3.67E+34 7.19E+33 1.58E+35 3.56E+24 1.17E+21 4.99E+22 1.09E+24 1.33E+27 5.04E+25 6.86E+28 8.09E+27 2.64E+31 1.22E+31 7.15E+33 3.60E+12 2.00E+25 3.00E+20 5.36E+16 8.56E+12 9.93E+08 6.61E+05 8.18E+04 2.34E+04 1.85E+04 1.28E+03 2.81E+03 1.93E+03 5.34E+02 3.47E+02 1.73E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  6.949  3.35E+36 6.56E+35 1.44E+37 8.04E+25 1.52E+22 8.08E+23 2.13E+25 4.12E+28 1.27E+27 2.77E+30 2.89E+29 1.61E+33 7.24E+32 6.53E+35 7.17E+12 5.38E+26 4.02E+21 4.20E+17 3.85E+13 2.50E+09 1.04E+06 1.12E+05 2.97E+04 2.35E+04 1.38E+03 3.17E+03 2.13E+03 5.69E+02 3.69E+02 1.84E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  7.140  3.06E+38 5.99E+37 1.32E+39 1.82E+27 1.96E+23 1.31E+25 4.16E+26 1.27E+30 3.20E+28 1.12E+32 1.03E+31 9.85E+34 4.29E+34 5.97E+37 1.43E+13 1.45E+28 5.38E+22 3.29E+18 1.73E+14 6.28E+09 1.63E+06 1.53E+05 3.78E+04 2.99E+04 1.49E+03 3.59E+03 2.35E+03 6.03E+02 3.91E+02 1.96E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  7.325  2.79E+40 5.47E+39 1.20E+41 4.11E+28 2.54E+24 2.12E+26 8.15E+27 3.93E+31 8.05E+29 4.53E+33 3.69E+32 6.02E+36 2.55E+36 5.46E+39 2.85E+13 3.89E+29 7.20E+23 2.57E+19 7.79E+14 1.58E+10 2.56E+06 2.10E+05 4.81E+04 3.81E+04 1.61E+03 4.05E+03 2.60E+03 6.37E+02 4.13E+02 2.07E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 18 A= 41: Negative-parity Spin-dependent Level Density [MeV-1] for AR 41  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.259  1.00E+00 3.00E+00 1.80E+01 0.00E+00 1.00E+00 1.00E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.366  2.00E+00 2.50E+00 1.50E+01 0.00E+00 8.33E-01 8.33E-01 8.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.449  2.00E+00 1.43E+00 7.14E+00 0.00E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.518  2.00E+00 1.43E+00 8.57E+00 0.00E+00 7.14E-01 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.579  3.00E+00 2.14E+00 1.43E+01 0.00E+00 0.00E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.634  3.00E+00 2.86E+00 1.57E+01 7.14E-01 0.00E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.685  5.00E+00 7.14E+00 4.00E+01 1.43E+00 1.43E+00 2.86E+00 7.14E-01 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.733  7.00E+00 1.40E+01 9.51E+01 2.86E+00 1.43E+00 3.70E+00 2.32E+00 2.14E+00 7.14E-01 1.08E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.777  1.20E+01 2.39E+01 1.77E+02 2.86E+00 3.57E+00 5.35E+00 5.17E+00 3.17E+00 1.56E+00 1.54E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.819  1.90E+01 3.17E+01 2.28E+02 5.71E+00 3.84E+00 6.06E+00 6.21E+00 4.60E+00 2.98E+00 1.54E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
